,name,Likes,tags,quote
801,Nina Jean Slack,2 likes,"authors,heart,inspirational,touching,writers","“When authors write from personal experiences,straight from the heart,it touches the readers. Their work speaks out to all who read it,and most of the time,people can relate to what was written. I have always believed that books can change people's lives. Especially ones where the author is sincere,and writes deep,thoughtful,touching things from their hearts.""-Nina Jean Slack”"
802,Richelle E. Goodrich,2 likes,"authors,richelle,richelle-goodrich,storyteller,writers,writing","“Socially interacting with a storyteller can be a frustrating challenge because a portion of her awareness is constantly sorting through the details of a developing book. And while you may successfully engage in a meaningful conversation with her, an additional part of her mind is frantically sifting through descriptive lines to be used if ever she were to write this exchange down. The trouble with writers is that they are ALWAYS writing!”"
803,Joanne Kraft,2 likes,"authors,book-marketing","“Not all marketing people are writers, but all writers must learn to be marketers.”"
804,Jesse Abundis,2 likes,"amwriting,authors,talk,writing","“There's a darkness to everyone, you just have to let it out to see the world in new eyes.”"
805,Peter Davis,1 likes,"authors,writers",“all that really matters to me is that there are critics.”
806,Heather Dowell,1 likes,"authors,humorous-quotations,in-love","“If you fall in love with a character, then you are actually falling in love with the author that wrote the character. Therefore, you could conclude that if you are said author, you are in love with yourself.”"
807,Nina Jean Slack,1 likes,"author,authors,emotional,emotions,love,words,writer,writers,writing",“I find that is the best way to write during emotional scenes...put yourself and your emotions in every single word.-Nina Jean Slack”
808,Nina Jean Slack,1 likes,"adorable,adore,author,authors,books,children-s-books,creation,girls,hearts,interviews,little,love,new,nina,poetry,poets,quotable,quote,quotes,writer,writers","“Although my road to writing seems like it may have come easily, there were a few bumps in that road. I didn’t get a lot of encouragement from friends, although my family were great supporters. I also had many…what you would call “mind-boggling” moments, when I would doubt myself and what I was writing. It has been said that we, ourselves, are our own worst critics."
809,Caron Kamps Widden,0 likes,"author-quotes,authors,writing",“Authors are merely the medium between the words and the page.”
810,John Fowles,36 likes,"authors,writing","“You may think novelists always have fixed plans to which they work, so that the future predicted by Chapter One is always inexorably the actuality of Chapter Thirteen. But novelists write for countless different reasons: for money, for fame, for reviewers, for parents, for friends, for loved ones; for vanity, for pride, for curiosity, for amusement: as skilled furniture makers enjoy making furniture, as drunkards like drinking, as judges like judging, as Sicilians like emptying a shotgun into an enemy's back. I could fill a book with reasons, and they would all be true, though not true of all. Only one same reason is shared by all of us:"
811,George R.R. Martin,24 likes,"architect,authors,creative-writing,gardner,writers,writing",“I often said that writers are of two types.
812,E.A. Bucchianeri,23 likes,"author,authors,book,book-cover,book-covers,books,covers,criticism,critics,fair-chance,fair-judgement,i-love-books,i-love-reading,i-love-to-read,judging,literary-criticism,literature,novels,reading,writers","“If you cannot judge a book by its cover, surely we should not judge an author by one book alone?”"
813,Ian McEwan,18 likes,"authors,books,writers","“There was, in my view, an unwritten contract with the reader that the writer must honour. No single element of an imagined world or any of its characters should be allowed to dissolve on an authorial whim. The invented had to be as solid and as self-consistent as the actual. This was a contract founded on mutual trust.”"
814,Richelle E. Goodrich,18 likes,"authors,inspirational-quotes,reading,reading-books,richelle,richelle-goodrich,stories,words,writing","“I love words.  I crave descriptions that overwhelm my imagination with vivid detail.  I dwell on phrases that make my heart thrum.  I cherish expressions that pierce my emotions and force the tears to spill over.   In essence, I long for a writer's soul sealed in ink on the page.”"
815,Arundhati Roy,17 likes,"authors,fiction,non-fiction,stories,writing","“Fiction and non-fiction are only different techniques of story telling. For reasons I do not fully understand, fiction dances out of me. Non-fiction is wrenched out by the aching, broken world I wake up to every morning.”"
816,Peter S. Beagle,14 likes,"authors,books,dreams,heroes,imagination,reading","“We are raised to honor all the wrong explorers and discoverers - thieves planting flags, murderers carrying crosses. Let us at last praise the colonizers of dreams.”"
817,Richelle E. Goodrich,12 likes,"authors,richelle,richelle-goodrich,snowflakes,stories,uniqueness,writing","“I love snowflakes simply for the reason that each one is unique—nonidentical to zillions of crystalized counterparts.  It's a difficult notion to wrap your brain around, and yet it reminds me that amidst the innumerable stories told throughout the ages, a distinctly new one rests on the tip of an author's pen.”"
818,Richelle E. Goodrich,11 likes,"authors,castles,creativity,richelle,richelle-goodrich,worlds,writing",“Some build their castles 'mid thunderbolts and fireworks. My worlds take shape in silence.”
819,E. Nesbit,9 likes,"authors,books","“I never read prefaces, and it is not much good writing things just for people to skip. I wonder other authors have never thought of this.”"
820,Charity Parkerson,8 likes,"authors,inspiration","“I'm often asked which author I am most inspired by, but I'm inspired by all authors. It takes a great deal of courage to pour your onto paper and watch silently as the world judges it loudly.”"
821,Kellie Elmore,8 likes,"authors,books,life,on-writing,philosophy,poetry,writers,writing",“The pen to a writer is like a cigarette to a smoker; they need it to take the edge off.”
822,Julie Wright,8 likes,"authors,writers,writing,writing-life",“What doesn't kill us gives us something new to write about.”
823,Shannon L. Alder,6 likes,"artists,authors,dancers,painters,singers",“You can never kill the spirit of an artist. They will always rewrite their resurrection and paint an eternal sunset with a blaze of orange that no one has seen before.”
824,John Green,6 likes,"authors,collaboration,inspirational,reading,writing,writing-quotes","“I know that books seem like the ultimate thing that’s made by one person, but that’s not true… Every reading of a book is a collaboration between the reader and the writer who are making the story up together.”"
825,Shandy L. Kurth,5 likes,"authors,books,fear,writing,writing-process","“For writers, handing a manuscript off to an editor is like walking into a parole hearing. You’ve done the time but wonder if it’s going to satisfy the judge.”"
826,Richelle E. Goodrich,5 likes,"authors,creativity,inopportunity,jealousy,need,richelle,richelle-goodrich,writing","“Authors always carry a means for scribbling and an excuse for pausing, often inopportunely, to record those fleeting sparks of creative fancy that might otherwise vanish like a wisp in the wind if ignored.  Writing is a jealous and needy lover.”"
827,Carmen DeSousa,4 likes,"authors,books,publishing,writing","“Publishing a book is like being pregnant. By the end, you're just ready to get that baby out!”"
828,Marion Dane Bauer,4 likes,"authors,writing-books,writing-from-the-heart",“Where do storytellers find the wisdom to discover their own stories? From no place more mysterious than their own hearts.”
